plants,operator,nrg_bal,siec,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
CHP,PRR_AUTO,GEP,TOTAL,GWH,TR	5578.213 	5395.000 	4546.000 	4418.000 	3814.000 	3783.000 	3873.000 	4307.000 	4370.000 	5645.000 	6273.000 	5458.000 	5053.000 	4481.000 	5046.000 	5465.000 	5447.000 	5003.000 	11360.000 	9284.000 	7185.000 	5647.000 	5264.000 	4266.000 	3921.000 	3560.000 	3221.000 	3143.000 
CHP,PRR_AUTO,GEP,TOTAL,GWH,UA	3667.200 	5494.000 	1972.000 	2561.000 	2804.000 	3314.000 	4929.000 	4380.000 	4259.000 	4929.000 	4338.000 	4720.000 	4801.000 	5167.000 	4848.000 	4440.000 	4588.000 	4547.000 	4565.000 	4584.000 	4721.000 	4853.000 	5146.000 	5382.000 	6098.000 	6698.000 	7392.000 	7927.000 
CHP,PRR_AUTO,GEP,TOTAL,GWH,UK	20940.384 	20128.582 	19139.401 	18941.000 	18789.000 	21781.000 	21800.000 	25295.000 	24929.000 	26013.000 	26286.000 	27213.000 	27202.000 	25952.000 	24613.000 	24421.000 	22445.000 	26764.000 	20236.000 	18685.000 	16763.000 	15964.000 	14473.000 	12665.000 	12277.000 	12495.000 	10997.000 	9846.000 
CHP,PRR_AUTO,GEP,X9900,GWH,CZ	59.909 	53.000 	52.000 	52.000 	50.000 	52.000 	56.000 	60.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,DE	485.000 	476.000 	382.000 	566.000 	469.000 	464.000 	511.000 	631.000 	606.000 	542.000 	870.000 	1531.000 	1688.000 	1109.000 	1030.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.000 	19.000 	13.000 	16.000 	39.000 	38.000 	38.000 	39.000 	34.000 	23.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,EA19	622.002 	617.490 	496.552 	688.863 	553.580 	759.870 	776.955 	933.000 	1146.000 	1060.000 	1436.000 	1897.000 	6702.000 	4092.000 	1050.000 	20.000 	20.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,ES	40.000 	55.000 	34.000 	: 	: 	175.000 	171.000 	159.000 	341.000 	307.000 	310.000 	315.000 	4994.000 	2963.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,EU28	699.411 	689.490 	579.552 	763.863 	643.580 	819.870 	840.955 	1000.000 	1154.000 	1068.000 	1612.000 	2149.000 	6950.000 	4319.000 	1069.000 	33.000 	36.000 	39.000 	38.000 	38.000 	39.000 	34.000 	23.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,FI	1.000 	3.000 	: 	: 	: 	4.000 	17.000 	13.000 	14.000 	23.000 	13.000 	1.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,FR	60.002 	48.490 	57.552 	82.863 	61.580 	84.870 	42.955 	90.000 	146.000 	149.000 	193.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,HU	10.000 	9.000 	22.000 	15.000 	32.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,PL	7.500 	10.000 	9.000 	8.000 	8.000 	8.000 	8.000 	7.000 	8.000 	8.000 	176.000 	252.000 	248.000 	216.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900,GWH,SK	36.000 	35.000 	23.000 	40.000 	23.000 	32.000 	35.000 	40.000 	39.000 	39.000 	50.000 	50.000 	20.000 	20.000 	20.000 	20.000 	20.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900H,GWH,BE	304.300 	314.000 	289.000 	251.000 	278.000 	105.000 	67.000 	128.000 	28.000 	110.000 	94.000 	102.000 	114.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900H,GWH,BG	: 	: 	: 	: 	16.000 	15.000 	23.000 	14.000 	15.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900H,GWH,CZ	18.197 	18.000 	1.000 	9.000 	: 	: 	: 	: 	: 	1.000 	1.000 	1.000 	1.000 	1.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900H,GWH,EA19	694.500 	713.000 	665.000 	625.000 	645.000 	495.000 	468.000 	525.000 	432.000 	497.000 	475.000 	453.000 	478.000 	337.000 	328.000 	297.000 	179.000 	208.000 	60.000 	52.000 	44.000 	34.000 	29.000 	22.000 	17.000 	17.000 	34.000 	38.000 
CHP,PRR_AUTO,GEP,X9900H,GWH,EU28	766.988 	788.000 	773.000 	768.000 	764.000 	583.000 	588.000 	615.000 	474.000 	556.000 	551.000 	520.000 	535.000 	396.000 	328.000 	297.000 	179.000 	208.000 	60.000 	52.000 	44.000 	34.000 	29.000 	22.000 	17.000 	17.000 	34.000 	38.000 
CHP,PRR_AUTO,GEP,X9900H,GWH,FI	140.000 	129.000 	103.000 	124.000 	126.000 	158.000 	140.000 	144.000 	133.000 	149.000 	150.000 	154.000 	164.000 	167.000 	161.000 	159.000 	111.000 	117.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900H,GWH,LT	250.200 	270.000 	265.000 	243.000 	237.000 	227.000 	257.000 	250.000 	271.000 	238.000 	231.000 	197.000 	200.000 	170.000 	167.000 	138.000 	68.000 	91.000 	60.000 	52.000 	44.000 	34.000 	29.000 	22.000 	17.000 	17.000 	34.000 	38.000 
CHP,PRR_AUTO,GEP,X9900H,GWH,PL	54.291 	57.000 	107.000 	134.000 	103.000 	73.000 	97.000 	76.000 	27.000 	58.000 	75.000 	66.000 	56.000 	58.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900H,GWH,PT	: 	: 	8.000 	7.000 	4.000 	5.000 	4.000 	3.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GEP,X9900H,GWH,UA	45.300 	79.000 	468.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,AT	11425.821 	10421.522 	9836.479 	8390.760 	9818.001 	9498.971 	7615.900 	7625.897 	5221.439 	4841.182 	5779.488 	5059.119 	4028.616 	4027.000 	3033.000 	2878.000 	3267.000 	4934.000 	4914.000 	4090.000 	4811.000 	5290.000 	4781.000 	4415.000 	5869.000 	4903.000 	4709.000 	3981.000 
CHP,PRR_AUTO,GHP,CF,TJ,BE	401.400 	488.000 	528.000 	219.000 	: 	458.000 	691.000 	514.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,BG	95.454 	159.000 	279.000 	87.000 	51.000 	62.000 	17.000 	10.000 	84.000 	205.000 	205.000 	140.000 	568.000 	592.000 	495.000 	255.000 	521.000 	890.000 	890.000 	1220.000 	1475.000 	45367.000 	42790.000 	36297.000 	34099.000 	31001.000 	36310.000 	60000.000 
CHP,PRR_AUTO,GHP,CF,TJ,CZ	7908.116 	10619.000 	9595.000 	9370.000 	9394.000 	9455.000 	9208.000 	11542.000 	11625.000 	12925.000 	13856.000 	14152.000 	15970.000 	12507.000 	12630.000 	16020.000 	16179.000 	15596.000 	21767.000 	17701.000 	24893.000 	21895.000 	20279.000 	23194.000 	32875.000 	31784.000 	30904.000 	29259.000 
CHP,PRR_AUTO,GHP,CF,TJ,DK	22750.391 	21463.622 	21589.130 	19162.000 	17728.000 	18114.000 	17917.000 	17625.000 	17152.000 	17015.000 	16050.000 	15356.000 	14885.000 	12232.000 	10543.000 	9464.000 	8483.000 	8374.000 	7048.000 	5880.000 	4776.000 	5122.000 	3846.000 	3620.000 	3117.000 	2522.000 	1943.000 	694.000 
CHP,PRR_AUTO,GHP,CF,TJ,EA19	167405.435 	158368.500 	164541.133 	176261.950 	195272.107 	194176.817 	194840.310 	200046.692 	185772.374 	243142.790 	252957.537 	286018.188 	286945.151 	280530.829 	158851.051 	160602.064 	153797.206 	143242.240 	70263.000 	88324.000 	80996.000 	75243.000 	58323.000 	45524.000 	39609.000 	43436.000 	44184.000 	41445.000 
CHP,PRR_AUTO,GHP,CF,TJ,EE	50.000 	: 	: 	: 	48.000 	46.000 	135.000 	175.000 	156.000 	171.000 	202.000 	206.000 	240.000 	268.000 	258.000 	193.000 	365.000 	309.000 	119.000 	394.000 	430.000 	1023.000 	1092.000 	2152.000 	640.000 	584.000 	1404.000 	1915.000 
CHP,PRR_AUTO,GHP,CF,TJ,EU28	234339.220 	222752.122 	226788.263 	234710.950 	255891.107 	253026.817 	250552.310 	262466.692 	240397.374 	307181.790 	335381.537 	382541.188 	385727.151 	367832.829 	260591.051 	245883.064 	235353.206 	222758.240 	162981.000 	170062.000 	173744.000 	211311.000 	202866.000 	354679.000 	420001.000 	432596.000 	349341.000 	405824.000 
CHP,PRR_AUTO,GHP,CF,TJ,FI	9316.000 	10439.000 	12840.000 	13030.000 	11966.000 	9674.000 	8751.000 	12007.000 	10978.000 	10035.000 	10950.000 	12280.000 	10938.000 	12078.000 	11065.000 	11380.000 	9912.000 	11068.000 	14328.000 	13229.000 	13073.000 	13058.000 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,FR	21648.414 	20111.132 	15053.505 	15900.202 	15669.346 	15079.885 	17698.289 	20312.609 	21725.203 	68694.725 	72870.512 	103652.000 	110712.000 	102881.000 	99467.000 	104550.000 	103202.000 	91565.000 	16643.000 	17180.000 	17013.000 	18375.000 	16237.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,HU	108.000 	288.000 	379.000 	359.000 	606.000 	203.000 	1397.000 	142.000 	108.000 	163.000 	190.000 	230.000 	301.000 	332.000 	944.000 	1757.000 	1350.000 	1538.000 	2355.000 	2109.000 	3421.000 	5153.000 	4510.000 	4462.000 	3929.000 	3469.000 	3848.000 	3341.000 
CHP,PRR_AUTO,GHP,CF,TJ,IT	68129.671 	64348.000 	74929.000 	73296.000 	83720.000 	90987.000 	106818.000 	109898.000 	103914.000 	117558.000 	121072.000 	125784.000 	120423.000 	120532.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,LT	49.000 	52.000 	65.000 	98.000 	70.000 	156.000 	29.000 	170.000 	170.000 	22.000 	150.000 	190.000 	332.000 	410.000 	575.000 	573.000 	565.000 	187.000 	207.000 	236.000 	231.000 	370.000 	390.000 	341.000 	333.000 	781.000 	1075.000 	1206.000 
CHP,PRR_AUTO,GHP,CF,TJ,LU	537.961 	593.241 	578.139 	604.988 	676.760 	644.961 	630.121 	675.186 	620.732 	577.883 	567.537 	744.069 	718.535 	735.829 	636.051 	597.064 	283.206 	217.240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,LV	473.913 	555.000 	515.000 	498.000 	644.000 	474.000 	299.000 	252.000 	248.000 	202.000 	443.000 	421.000 	439.000 	428.000 	659.000 	515.000 	483.000 	684.000 	469.000 	312.000 	1225.000 	1855.000 	2070.000 	915.000 	1367.000 	3461.000 	3689.000 	4110.000 
CHP,PRR_AUTO,GHP,CF,TJ,MD	820.000 	736.000 	649.000 	1211.000 	1046.000 	702.000 	816.000 	866.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,MK	: 	: 	: 	27.000 	65.000 	60.000 	84.000 	108.000 	103.000 	138.000 	118.000 	70.000 	191.000 	671.000 	716.000 	732.000 	825.000 	918.000 	1118.000 	1386.000 	233.000 	233.000 	133.000 	861.000 	980.000 	1975.000 	1975.000 	2764.000 
CHP,PRR_AUTO,GHP,CF,TJ,MT	15.000 	8.000 	6.000 	1.000 	1.000 	8.000 	5.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,NL	34216.110 	30721.605 	29157.010 	41145.000 	43177.000 	41711.000 	29735.000 	25188.000 	26144.000 	26824.000 	25651.000 	25223.000 	26942.000 	28639.000 	32213.000 	31182.000 	25197.000 	26947.000 	27638.000 	47348.000 	39091.000 	30215.000 	29483.000 	33662.000 	27035.000 	29862.000 	29396.000 	26122.000 
CHP,PRR_AUTO,GHP,CF,TJ,PL	15859.740 	12308.000 	12004.000 	11790.000 	13025.000 	11469.000 	10895.000 	12185.000 	10944.000 	11703.000 	28582.000 	42107.000 	34845.000 	33204.000 	52550.000 	37147.000 	32427.000 	30740.000 	33088.000 	32319.000 	32205.000 	31644.000 	40810.000 	208720.000 	221500.000 	221648.000 	231991.000 	249393.000 
CHP,PRR_AUTO,GHP,CF,TJ,PT	19065.552 	18811.000 	19492.000 	21332.000 	25488.000 	21398.000 	20579.000 	21034.000 	14624.000 	11565.000 	12542.000 	9949.000 	9877.000 	7316.000 	7404.000 	6349.000 	4702.000 	3496.000 	1660.000 	1220.000 	879.000 	415.000 	32.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,RO	981.084 	2169.000 	2320.000 	2187.000 	2773.000 	2443.000 	3617.000 	3416.000 	3581.000 	4019.000 	4195.000 	3910.000 	5635.000 	4706.000 	4848.000 	5050.000 	4906.000 	5660.000 	10261.000 	9390.000 	13954.000 	14658.000 	20561.000 	20853.000 	73053.000 	87414.000 	161.000 	21692.000 
CHP,PRR_AUTO,GHP,CF,TJ,RS	6902.030 	6435.000 	6297.000 	5726.000 	5518.000 	5391.000 	8895.000 	7984.000 	832.000 	144.000 	4353.000 	5545.000 	7055.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,SE	19231.000 	17377.000 	16081.000 	15494.000 	17042.000 	17104.000 	12661.000 	17500.000 	11131.000 	18009.000 	19346.000 	20628.000 	26578.000 	23729.000 	19730.000 	15588.000 	17690.000 	16718.000 	17309.000 	13119.000 	12024.000 	12229.000 	11747.000 	12009.000 	11819.000 	11322.000 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,SI	127.593 	142.000 	142.000 	104.000 	111.000 	76.000 	70.000 	135.000 	128.000 	136.000 	149.000 	142.000 	157.000 	77.000 	66.000 	52.000 	583.000 	931.000 	916.000 	911.000 	339.000 	598.000 	520.000 	613.000 	842.000 	823.000 	834.000 	763.000 
CHP,PRR_AUTO,GHP,CF,TJ,SK	1949.000 	1678.000 	1399.000 	1643.000 	3883.000 	3965.000 	1784.000 	2060.000 	1843.000 	2516.000 	2581.000 	2368.000 	2138.000 	3139.000 	3475.000 	2333.000 	5238.000 	2904.000 	3369.000 	3404.000 	3904.000 	4044.000 	3718.000 	3426.000 	3523.000 	3022.000 	3077.000 	3348.000 
CHP,PRR_AUTO,GHP,CF,TJ,TR	20785.515 	18713.000 	17194.000 	20549.000 	20627.000 	22193.000 	22046.000 	21490.000 	19710.000 	20250.000 	19303.000 	21158.000 	20928.000 	12667.000 	14849.000 	17123.000 	12436.000 	16068.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,CF,TJ,UA	90002.000 	80941.000 	75421.000 	74642.000 	91541.000 	95413.000 	92962.000 	91952.000 	67668.000 	96562.000 	88291.000 	26555.000 	27010.000 	29070.000 	21820.000 	24979.000 	25812.000 	25581.000 	25683.000 	25790.000 	32766.000 	46039.000 	41251.000 	44506.000 	50704.000 	62443.000 	61871.000 	58630.000 
CHP,PRR_AUTO,GHP,RA200,TJ,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.000 	16.000 	: 	: 	: 	30.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,RA200,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.000 	16.000 	: 	: 	: 	30.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,AT	11425.821 	10421.522 	9836.479 	8390.760 	9818.001 	9498.971 	7615.900 	7625.897 	5221.439 	4841.182 	5779.488 	5059.119 	4028.616 	4027.000 	3033.000 	2878.000 	3267.000 	4934.000 	4914.000 	4090.000 	4811.000 	5290.000 	4781.000 	4415.000 	5869.000 	4903.000 	4709.000 	3981.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,BE	11673.800 	11039.000 	10627.000 	10029.000 	9791.000 	5293.000 	3621.000 	3245.000 	889.000 	2662.000 	2657.000 	2791.000 	2902.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,BG	95.454 	159.000 	279.000 	87.000 	51.000 	62.000 	17.000 	10.000 	84.000 	205.000 	205.000 	140.000 	568.000 	592.000 	495.000 	255.000 	521.000 	890.000 	890.000 	1220.000 	1475.000 	45367.000 	42790.000 	36297.000 	34099.000 	31001.000 	36310.000 	60000.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,CZ	8204.567 	10891.000 	9685.000 	9428.000 	9414.000 	9455.000 	9208.000 	11542.000 	12564.000 	13828.000 	14396.000 	14626.000 	15970.000 	12507.000 	12630.000 	16020.000 	16179.000 	15596.000 	21767.000 	17701.000 	24893.000 	21895.000 	20279.000 	23194.000 	32875.000 	31784.000 	30904.000 	29259.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,DK	22750.391 	21463.622 	21589.130 	19162.000 	17728.000 	18114.000 	17917.000 	17625.000 	17152.000 	17015.000 	16050.000 	15356.000 	14885.000 	12232.000 	10543.000 	9464.000 	8483.000 	8374.000 	7048.000 	5880.000 	4776.000 	5122.000 	3846.000 	3620.000 	3117.000 	2522.000 	1943.000 	694.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,EA19	185725.556 	176435.500 	182043.133 	193747.950 	212626.107 	206046.817 	204591.310 	209814.692 	193761.374 	253154.790 	261922.537 	294353.188 	294993.151 	285509.829 	163738.051 	165068.064 	156083.206 	146588.240 	73086.000 	90520.000 	82607.000 	76580.000 	59399.000 	46149.000 	39968.000 	43825.000 	45130.000 	42630.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,EE	50.000 	: 	: 	: 	48.000 	46.000 	135.000 	175.000 	156.000 	171.000 	202.000 	206.000 	240.000 	268.000 	258.000 	193.000 	365.000 	309.000 	119.000 	394.000 	430.000 	1023.000 	1092.000 	2152.000 	640.000 	584.000 	1404.000 	1915.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,EU28	253717.521 	241744.122 	245776.263 	253610.950 	275249.107 	265772.817 	261317.310 	272948.692 	249680.374 	318876.790 	345867.537 	392198.188 	394590.151 	373661.829 	265478.051 	250379.064 	237639.206 	226104.240 	165804.000 	172258.000 	175355.000 	212648.000 	203942.000 	355304.000 	420360.000 	432985.000 	350287.000 	407009.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,FI	10139.000 	11804.000 	14111.000 	14740.000 	13685.000 	11038.000 	9642.000 	13210.000 	12095.000 	12067.000 	11752.000 	13025.000 	11446.000 	12681.000 	11577.000 	11926.000 	10448.000 	11589.000 	14328.000 	13229.000 	13073.000 	13058.000 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,FR	21648.414 	20111.132 	15053.505 	15900.202 	15669.346 	15079.885 	17698.289 	20325.609 	21725.203 	68694.725 	72870.512 	103652.000 	110712.000 	102881.000 	99467.000 	104550.000 	103202.000 	91565.000 	16643.000 	17180.000 	17013.000 	18375.000 	16237.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,HU	132.000 	392.000 	488.000 	434.000 	1571.000 	203.000 	1397.000 	142.000 	108.000 	163.000 	190.000 	230.000 	301.000 	332.000 	944.000 	1757.000 	1350.000 	1538.000 	2355.000 	2109.000 	3421.000 	5153.000 	4510.000 	4462.000 	3929.000 	3469.000 	3848.000 	3341.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,IT	68129.671 	64348.000 	74929.000 	73296.000 	83720.000 	90987.000 	106818.000 	109898.000 	103914.000 	117558.000 	121072.000 	125784.000 	120423.000 	120532.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,LT	6262.000 	6203.000 	6110.000 	6006.000 	5868.000 	5772.000 	5915.000 	5957.000 	6153.000 	5340.000 	5656.000 	4989.000 	4970.000 	4786.000 	4950.000 	4493.000 	2315.000 	3012.000 	3030.000 	2432.000 	1842.000 	1707.000 	1466.000 	966.000 	692.000 	1170.000 	2021.000 	2391.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,LU	537.961 	593.241 	578.139 	604.988 	676.760 	644.961 	630.121 	675.186 	620.732 	577.883 	567.537 	744.069 	718.535 	735.829 	636.051 	597.064 	283.206 	217.240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,LV	485.634 	555.000 	515.000 	498.000 	644.000 	474.000 	299.000 	252.000 	248.000 	202.000 	443.000 	421.000 	439.000 	428.000 	659.000 	515.000 	483.000 	684.000 	469.000 	312.000 	1225.000 	1855.000 	2070.000 	915.000 	1367.000 	3461.000 	3689.000 	4110.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,MD	820.000 	736.000 	649.000 	1211.000 	1046.000 	702.000 	816.000 	866.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,MK	: 	: 	: 	27.000 	65.000 	60.000 	84.000 	108.000 	103.000 	138.000 	118.000 	70.000 	191.000 	671.000 	716.000 	732.000 	825.000 	918.000 	1118.000 	1386.000 	233.000 	233.000 	133.000 	861.000 	980.000 	1975.000 	1975.000 	2764.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,MT	15.000 	8.000 	6.000 	1.000 	1.000 	8.000 	5.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,NL	34216.110 	30721.605 	29157.010 	41145.000 	43177.000 	41711.000 	29735.000 	25188.000 	26144.000 	26824.000 	25651.000 	25223.000 	26942.000 	28639.000 	32213.000 	31182.000 	25197.000 	26947.000 	27638.000 	47348.000 	39091.000 	30215.000 	29483.000 	33662.000 	27035.000 	29862.000 	29396.000 	26122.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,PL	16597.469 	12857.000 	13291.000 	13071.000 	14044.000 	12345.000 	11909.000 	12899.000 	11299.000 	12483.000 	29545.000 	42939.000 	35660.000 	34054.000 	52550.000 	37147.000 	32427.000 	30740.000 	33088.000 	32319.000 	32205.000 	31644.000 	40810.000 	208720.000 	221500.000 	221648.000 	231991.000 	249393.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,PT	19065.552 	18811.000 	19579.000 	21387.000 	25534.000 	21453.000 	20623.000 	21068.000 	14624.000 	11565.000 	12542.000 	9949.000 	9877.000 	7316.000 	7404.000 	6349.000 	4702.000 	3496.000 	1660.000 	1220.000 	879.000 	415.000 	32.000 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,RO	981.084 	2169.000 	2320.000 	2187.000 	2773.000 	2443.000 	3617.000 	3416.000 	3581.000 	4019.000 	4213.000 	3926.000 	5635.000 	4706.000 	4848.000 	5080.000 	4906.000 	5660.000 	10261.000 	9390.000 	13954.000 	14658.000 	20561.000 	20853.000 	73053.000 	87414.000 	161.000 	21692.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,RS	6902.030 	6435.000 	6297.000 	5726.000 	5518.000 	5391.000 	8895.000 	7984.000 	832.000 	144.000 	4353.000 	5545.000 	7055.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,SE	19231.000 	17377.000 	16081.000 	15494.000 	17042.000 	17104.000 	12661.000 	17500.000 	11131.000 	18009.000 	19346.000 	20628.000 	26578.000 	23729.000 	19730.000 	15588.000 	17690.000 	16718.000 	17309.000 	13119.000 	12024.000 	12229.000 	11747.000 	12009.000 	11819.000 	11322.000 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,SI	127.593 	142.000 	142.000 	104.000 	111.000 	76.000 	70.000 	135.000 	128.000 	136.000 	149.000 	142.000 	157.000 	77.000 	66.000 	52.000 	583.000 	931.000 	916.000 	911.000 	339.000 	598.000 	520.000 	613.000 	842.000 	823.000 	834.000 	763.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,SK	1949.000 	1678.000 	1399.000 	1646.000 	3883.000 	3965.000 	1784.000 	2060.000 	1843.000 	2516.000 	2581.000 	2368.000 	2138.000 	3139.000 	3475.000 	2333.000 	5238.000 	2904.000 	3369.000 	3404.000 	3904.000 	4044.000 	3718.000 	3426.000 	3523.000 	3022.000 	3077.000 	3348.000 
CHP,PRR_AUTO,GHP,TOTAL,TJ,TR	20785.515 	18713.000 	17194.000 	20549.000 	20627.000 	22193.000 	22046.000 	21490.000 	19710.000 	20250.000 	19303.000 	21158.000 	20928.000 	12667.000 	14849.000 	17123.000 	12436.000 	16068.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_AUTO,GHP,TOTAL,TJ,UA	108244.000 	98684.000 	93977.000 	98377.000 	123171.000 	95413.000 	92962.000 	91952.000 	67668.000 	96562.000 	88291.000 	26555.000 	27010.000 	29070.000 	21820.000 	24979.000 	25812.000 	25581.000 	25683.000 	25790.000 	32766.000 	46039.000 	41251.000 	44506.000 	50704.000 	62443.000 	61871.000 	58630.000 
CHP,PRR_AUTO,GHP,X9900,TJ,CZ	125.451 	120.000 	90.000 	53.000 	20.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
